  0.0000E+00   -4.1712653E+00   -1.3024748E+00   -2.1664982E+01   -1.6659982E+01    1.8759754E+01    1.9565209E+01    1.3149868E+00
  2.0000E-02   -4.1712648E+00   -1.3024749E+00   -2.1664971E+01   -1.6659990E+01    1.8759809E+01    1.9565153E+01    1.3149868E+00
  4.0000E-02   -4.1712634E+00   -1.3024754E+00   -2.1664941E+01   -1.6660013E+01    1.8759972E+01    1.9564982E+01    1.3149868E+00
  6.0000E-02   -4.1712609E+00   -1.3024762E+00   -2.1664891E+01   -1.6660052E+01    1.8760244E+01    1.9564699E+01    1.3149868E+00
  8.0000E-02   -4.1712575E+00   -1.3024772E+00   -2.1664820E+01   -1.6660107E+01    1.8760626E+01    1.9564301E+01    1.3149868E+00
  1.0000E-01   -4.1712532E+00   -1.3024786E+00   -2.1664729E+01   -1.6660177E+01    1.8761116E+01    1.9563789E+01    1.3149868E+00
  1.2000E-01   -4.1712478E+00   -1.3024802E+00   -2.1664618E+01   -1.6660262E+01    1.8761717E+01    1.9563163E+01    1.3149868E+00
  1.4000E-01   -4.1712415E+00   -1.3024822E+00   -2.1664486E+01   -1.6660363E+01    1.8762428E+01    1.9562421E+01    1.3149868E+00
  1.6000E-01   -4.1712343E+00   -1.3024845E+00   -2.1664335E+01   -1.6660480E+01    1.8763251E+01    1.9561564E+01    1.3149868E+00
  1.8000E-01   -4.1712260E+00   -1.3024871E+00   -2.1664163E+01   -1.6660612E+01    1.8764185E+01    1.9560590E+01    1.3149868E+00
  2.0000E-01   -4.1712168E+00   -1.3024899E+00   -2.1663971E+01   -1.6660760E+01    1.8765231E+01    1.9559499E+01    1.3149868E+00
  2.2000E-01   -4.1712066E+00   -1.3024931E+00   -2.1663758E+01   -1.6660923E+01    1.8766392E+01    1.9558290E+01    1.3149868E+00
  2.4000E-01   -4.1711954E+00   -1.3024966E+00   -2.1663526E+01   -1.6661102E+01    1.8767666E+01    1.9556961E+01    1.3149868E+00
  2.6000E-01   -4.1711833E+00   -1.3025004E+00   -2.1663273E+01   -1.6661296E+01    1.8769057E+01    1.9555512E+01    1.3149868E+00
  2.8000E-01   -4.1711702E+00   -1.3025045E+00   -2.1663000E+01   -1.6661506E+01    1.8770564E+01    1.9553942E+01    1.3149868E+00
  3.0000E-01   -4.1711562E+00   -1.3025089E+00   -2.1662707E+01   -1.6661732E+01    1.8772190E+01    1.9552248E+01    1.3149868E+00
  3.2000E-01   -4.1711411E+00   -1.3025136E+00   -2.1662393E+01   -1.6661973E+01    1.8773936E+01    1.9550430E+01    1.3149868E+00
