  0.0000E+00   -4.1802117E+00   -1.2935103E+00   -2.1680599E+01   -1.6644364E+01    1.8759743E+01    1.9565220E+01    1.3398936E+00
  2.0000E-02   -4.1802112E+00   -1.2935104E+00   -2.1680589E+01   -1.6644372E+01    1.8759798E+01    1.9565163E+01    1.3398936E+00
  4.0000E-02   -4.1802097E+00   -1.2935109E+00   -2.1680559E+01   -1.6644395E+01    1.8759961E+01    1.9564993E+01    1.3398936E+00
  6.0000E-02   -4.1802073E+00   -1.2935116E+00   -2.1680509E+01   -1.6644433E+01    1.8760233E+01    1.9564709E+01    1.3398936E+00
  8.0000E-02   -4.1802039E+00   -1.2935127E+00   -2.1680438E+01   -1.6644487E+01    1.8760614E+01    1.9564311E+01    1.3398936E+00
  1.0000E-01   -4.1801996E+00   -1.2935140E+00   -2.1680348E+01   -1.6644557E+01    1.8761105E+01    1.9563800E+01    1.3398936E+00
  1.2000E-01   -4.1801943E+00   -1.2935156E+00   -2.1680237E+01   -1.6644642E+01    1.8761706E+01    1.9563173E+01    1.3398936E+00
  1.4000E-01   -4.1801880E+00   -1.2935176E+00   -2.1680107E+01   -1.6644742E+01    1.8762417E+01    1.9562432E+01    1.3398936E+00
  1.6000E-01   -4.1801807E+00   -1.2935198E+00   -2.1679956E+01   -1.6644858E+01    1.8763240E+01    1.9561574E+01    1.3398936E+00
  1.8000E-01   -4.1801725E+00   -1.2935224E+00   -2.1679785E+01   -1.6644989E+01    1.8764174E+01    1.9560601E+01    1.3398936E+00
  2.0000E-01   -4.1801634E+00   -1.2935252E+00   -2.1679594E+01   -1.6645136E+01    1.8765220E+01    1.9559510E+01    1.3398936E+00
  2.2000E-01   -4.1801532E+00   -1.2935284E+00   -2.1679383E+01   -1.6645298E+01    1.8766380E+01    1.9558300E+01    1.3398936E+00
  2.4000E-01   -4.1801421E+00   -1.2935318E+00   -2.1679152E+01   -1.6645476E+01    1.8767655E+01    1.9556972E+01    1.3398936E+00
  2.6000E-01   -4.1801300E+00   -1.2935355E+00   -2.1678900E+01   -1.6645669E+01    1.8769046E+01    1.9555523E+01    1.3398936E+00
  2.8000E-01   -4.1801170E+00   -1.2935396E+00   -2.1678629E+01   -1.6645877E+01    1.8770553E+01    1.9553953E+01    1.3398936E+00
  3.0000E-01   -4.1801030E+00   -1.2935439E+00   -2.1678337E+01   -1.6646101E+01    1.8772179E+01    1.9552259E+01    1.3398936E+00
  3.2000E-01   -4.1800880E+00   -1.2935485E+00   -2.1678025E+01   -1.6646340E+01    1.8773925E+01    1.9550441E+01    1.3398936E+00
  3.4000E-01   -4.1800720E+00   -1.2935535E+00   -2.1677693E+01   -1.6646595E+01    1.8775792E+01    1.9548496E+01    1.3398936E+00
  3.6000E-01   -4.1800551E+00   -1.2935587E+00   -2.1677341E+01   -1.6646866E+01    1.8777784E+01    1.9546423E+01    1.3398936E+00
  3.8000E-01   -4.1800373E+00   -1.2935642E+00   -2.1676969E+01   -1.6647152E+01    1.8779900E+01    1.9544220E+01    1.3398936E+00
  4.0000E-01   -4.1800184E+00   -1.2935701E+00   -2.1676576E+01   -1.6647453E+01    1.8782144E+01    1.9541885E+01    1.3398936E+00
  4.2000E-01   -4.1799986E+00   -1.2935762E+00   -2.1676164E+01   -1.6647770E+01    1.8784519E+01    1.9539415E+01    1.3398936E+00
  4.4000E-01   -4.1799778E+00   -1.2935826E+00   -2.1675731E+01   -1.6648102E+01    1.8787026E+01    1.9536808E+01    1.3398936E+00
  4.6000E-01   -4.1799561E+00   -1.2935894E+00   -2.1675278E+01   -1.6648450E+01    1.8789668E+01    1.9534060E+01    1.3398936E+00
  4.8000E-01   -4.1799334E+00   -1.2935964E+00   -2.1674805E+01   -1.6648814E+01    1.8792449E+01    1.9531170E+01    1.3398936E+00
  5.0000E-01   -4.1799097E+00   -1.2936037E+00   -2.1674311E+01   -1.6649193E+01    1.8795371E+01    1.9528133E+01    1.3398936E+00
  5.2000E-01   -4.1798851E+00   -1.2936113E+00   -2.1673797E+01   -1.6649587E+01    1.8798439E+01    1.9524946E+01    1.3398936E+00
  5.4000E-01   -4.1798595E+00   -1.2936193E+00   -2.1673264E+01   -1.6649998E+01    1.8801656E+01    1.9521605E+01    1.3398936E+00
  5.6000E-01   -4.1798329E+00   -1.2936275E+00   -2.1672709E+01   -1.6650423E+01    1.8805026E+01    1.9518107E+01    1.3398936E+00
  5.8000E-01   -4.1798053E+00   -1.2936360E+00   -2.1672135E+01   -1.6650865E+01    1.8808554E+01    1.9514446E+01    1.3398936E+00
  6.0000E-01   -4.1797768E+00   -1.2936448E+00   -2.1671540E+01   -1.6651321E+01    1.8812244E+01    1.9510618E+01    1.3398936E+00
  6.2000E-01   -4.1797474E+00   -1.2936539E+00   -2.1670926E+01   -1.6651794E+01    1.8816103E+01    1.9506617E+01    1.3398936E+00
  6.4000E-01   -4.1797169E+00   -1.2936634E+00   -2.1670290E+01   -1.6652282E+01    1.8820135E+01    1.9502437E+01    1.3398936E+00
  6.6000E-01   -4.1796855E+00   -1.2936731E+00   -2.1669635E+01   -1.6652786E+01    1.8824349E+01    1.9498072E+01    1.3398936E+00
  6.8000E-01   -4.1796532E+00   -1.2936831E+00   -2.1668959E+01   -1.6653305E+01    1.8828749E+01    1.9493515E+01    1.3398936E+00
  7.0000E-01   -4.1796198E+00   -1.2936934E+00   -2.1668263E+01   -1.6653840E+01    1.8833345E+01    1.9488758E+01    1.3398936E+00
  7.2000E-01   -4.1795855E+00   -1.2937040E+00   -2.1667547E+01   -1.6654391E+01    1.8838145E+01    1.9483792E+01    1.3398936E+00
  7.4000E-01   -4.1795502E+00   -1.2937150E+00   -2.1666810E+01   -1.6654957E+01    1.8843158E+01    1.9478608E+01    1.3398936E+00
  7.6000E-01   -4.1795140E+00   -1.2937262E+00   -2.1666053E+01   -1.6655539E+01    1.8848396E+01    1.9473196E+01    1.3398936E+00
  7.8000E-01   -4.1794768E+00   -1.2937377E+00   -2.1665275E+01   -1.6656137E+01    1.8853869E+01    1.9467543E+01    1.3398936E+00
  8.0000E-01   -4.1794386E+00   -1.2937495E+00   -2.1664477E+01   -1.6656750E+01    1.8859591E+01    1.9461637E+01    1.3398936E+00
  8.2000E-01   -4.1793995E+00   -1.2937616E+00   -2.1663659E+01   -1.6657379E+01    1.8865576E+01    1.9455462E+01    1.3398936E+00
  8.4000E-01   -4.1793594E+00   -1.2937740E+00   -2.1662820E+01   -1.6658024E+01    1.8871843E+01    1.9449002E+01    1.3398936E+00
  8.6000E-01   -4.1793183E+00   -1.2937868E+00   -2.1661961E+01   -1.6658685E+01    1.8878409E+01    1.9442237E+01    1.3398936E+00
  8.8000E-01   -4.1792763E+00   -1.2937998E+00   -2.1661082E+01   -1.6659361E+01    1.8885297E+01    1.9435146E+01    1.3398936E+00
  9.0000E-01   -4.1792333E+00   -1.2938131E+00   -2.1660182E+01   -1.6660053E+01    1.8892532E+01    1.9427704E+01    1.3398936E+00
  9.2000E-01   -4.1791893E+00   -1.2938267E+00   -2.1659261E+01   -1.6660762E+01    1.8900143E+01    1.9419879E+01    1.3398936E+00
  9.4000E-01   -4.1791444E+00   -1.2938406E+00   -2.1658320E+01   -1.6661485E+01    1.8908167E+01    1.9411639E+01    1.3398936E+00
  9.6000E-01   -4.1790984E+00   -1.2938548E+00   -2.1657359E+01   -1.6662225E+01    1.8916643E+01    1.9402941E+01    1.3398936E+00
  9.8000E-01   -4.1790516E+00   -1.2938693E+00   -2.1656377E+01   -1.6662981E+01    1.8925623E+01    1.9393734E+01    1.3398936E+00
  1.0000E+00   -4.1790037E+00   -1.2938841E+00   -2.1655374E+01   -1.6663752E+01    1.8935167E+01    1.9383959E+01    1.3398936E+00
  1.0200E+00   -4.1789549E+00   -1.2938992E+00   -2.1654351E+01   -1.6664540E+01    1.8945353E+01    1.9373537E+01    1.3398936E+00
  1.0400E+00   -4.1789052E+00   -1.2939147E+00   -2.1653307E+01   -1.6665343E+01    1.8956278E+01    1.9362372E+01    1.3398936E+00
  1.0600E+00   -4.1788544E+00   -1.2939304E+00   -2.1652243E+01   -1.6666162E+01    1.8968071E+01    1.9350333E+01    1.3398936E+00
  1.0800E+00   -4.1788027E+00   -1.2939464E+00   -2.1651158E+01   -1.6666997E+01    1.8980907E+01    1.9337248E+01    1.3398936E+00
  1.1000E+00   -4.1787500E+00   -1.2939627E+00   -2.1650052E+01   -1.6667849E+01    1.8995032E+01    1.9322868E+01    1.3398936E+00
  1.1200E+00   -4.1786964E+00   -1.2939793E+00   -2.1648926E+01   -1.6668716E+01    1.9010821E+01    1.9306820E+01    1.3398936E+00
  1.1400E+00   -4.1786418E+00   -1.2939962E+00   -2.1647778E+01   -1.6669599E+01    1.9028884E+01    1.9288494E+01    1.3398936E+00
  1.1600E+00   -4.1785862E+00   -1.2940134E+00   -2.1646611E+01   -1.6670498E+01    1.9050363E+01    1.9266745E+01    1.3398936E+00
  1.1800E+00   -4.1785297E+00   -1.2940309E+00   -2.1645422E+01   -1.6671414E+01    1.9077970E+01    1.9238866E+01    1.3398936E+00
  1.2000E+00   -4.1784722E+00   -1.2940487E+00   -2.1644213E+01   -1.6672345E+01    1.9124381E+01    1.9192177E+01    1.3398936E+00
  1.2200E+00   -4.1784137E+00   -1.2940668E+00   -2.1642983E+01   -1.6673293E+01              NaN              NaN    1.3398936E+00
  1.2400E+00   -4.1783542E+00   -1.2940853E+00   -2.1641732E+01   -1.6674256E+01              NaN              NaN    1.3398936E+00
  1.2600E+00   -4.1782938E+00   -1.2941040E+00   -2.1640460E+01   -1.6675236E+01              NaN              NaN    1.3398936E+00
  1.2800E+00   -4.1782325E+00   -1.2941230E+00   -2.1639168E+01   -1.6676232E+01              NaN              NaN    1.3398936E+00
  1.3000E+00   -4.1781701E+00   -1.2941423E+00   -2.1637854E+01   -1.6677244E+01              NaN              NaN    1.3398936E+00
  1.3200E+00   -4.1781068E+00   -1.2941619E+00   -2.1636520E+01   -1.6678273E+01              NaN              NaN    1.3398936E+00
  1.3400E+00   -4.1780425E+00   -1.2941818E+00   -2.1635165E+01   -1.6679318E+01              NaN              NaN    1.3398936E+00
  1.3600E+00   -4.1779773E+00   -1.2942020E+00   -2.1633788E+01   -1.6680379E+01              NaN              NaN    1.3398936E+00
  1.3800E+00   -4.1779111E+00   -1.2942225E+00   -2.1632391E+01   -1.6681456E+01              NaN              NaN    1.3398936E+00
  1.4000E+00   -4.1778439E+00   -1.2942433E+00   -2.1630973E+01   -1.6682550E+01              NaN              NaN    1.3398936E+00
  1.4200E+00   -4.1777757E+00   -1.2942644E+00   -2.1629534E+01   -1.6683660E+01              NaN              NaN    1.3398936E+00
  1.4400E+00   -4.1777066E+00   -1.2942859E+00   -2.1628073E+01   -1.6684787E+01              NaN              NaN    1.3398936E+00
  1.4600E+00   -4.1776365E+00   -1.2943076E+00   -2.1626592E+01   -1.6685930E+01              NaN              NaN    1.3398936E+00
  1.4800E+00   -4.1775655E+00   -1.2943296E+00   -2.1625089E+01   -1.6687089E+01              NaN              NaN    1.3398936E+00
