  3.7000E+01    9.4253079E-01    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  3.8000E+01    9.4634719E-01    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  3.9000E+01    9.5029375E-01    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  4.0000E+01    9.5437023E-01    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  4.1000E+01    9.5857643E-01    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  4.2000E+01    9.6291213E-01    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  4.3000E+01    9.6737715E-01    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  4.4000E+01    9.7197133E-01    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  4.5000E+01    9.7669450E-01    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  4.6000E+01    9.8154651E-01    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  4.7000E+01    9.8652721E-01    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  4.8000E+01    9.9163646E-01    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  4.9000E+01    9.9687412E-01    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  5.0000E+01    1.0022400E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  5.1000E+01    1.0077340E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  5.2000E+01    1.0133560E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  5.3000E+01    1.0191056E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  5.4000E+01    1.0249829E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  5.5000E+01    1.0309874E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  5.6000E+01    1.0371190E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  5.7000E+01    1.0433773E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  5.8000E+01    1.0497621E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  5.9000E+01    1.0562730E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  6.0000E+01    1.0629097E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  6.1000E+01    1.0696716E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  6.2000E+01    1.0765582E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  6.3000E+01    1.0835691E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  6.4000E+01    1.0907036E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  6.5000E+01    1.0979611E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  6.6000E+01    1.1053409E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  6.7000E+01    1.1128421E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  6.8000E+01    1.1204640E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  6.9000E+01    1.1282055E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  7.0000E+01    1.1360657E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  7.1000E+01    1.1440436E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  7.2000E+01    1.1521378E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  7.3000E+01    1.1603473E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  7.4000E+01    1.1686707E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  7.5000E+01    1.1771066E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  7.6000E+01    1.1856534E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  7.7000E+01    1.1943096E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  7.8000E+01    1.2030734E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  7.9000E+01    1.2119432E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  8.0000E+01    1.2209169E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  8.1000E+01    1.2299926E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  8.2000E+01    1.2391682E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  8.3000E+01    1.2484416E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  8.4000E+01    1.2578104E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  8.5000E+01    1.2672722E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  8.6000E+01    1.2768246E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  8.7000E+01    1.2864649E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  8.8000E+01    1.2961904E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  8.9000E+01    1.3059983E+00    1.1081479+150              NaN    6.4587590+150    2.6487825E+00
  9.0000E+01    1.3158857E+00    6.5531336+150    1.3158857E+00    6.5531336+150    2.6487825E+00
  9.1000E+01    1.3258496E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  9.2000E+01    1.3358868E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  9.3000E+01    1.3459942E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  9.4000E+01    1.3561683E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  9.5000E+01    1.3664058E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  9.6000E+01    1.3767032E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  9.7000E+01    1.3870567E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  9.8000E+01    1.3974628E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  9.9000E+01    1.4079175E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.0000E+02    1.4184171E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.0100E+02    1.4289574E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.0200E+02    1.4395345E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.0300E+02    1.4501442E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.0400E+02    1.4607823E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.0500E+02    1.4714443E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.0600E+02    1.4821261E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.0700E+02    1.4928231E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.0800E+02    1.5035308E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.0900E+02    1.5142446E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.1000E+02    1.5249600E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.1100E+02    1.5356721E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.1200E+02    1.5463763E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.1300E+02    1.5570678E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.1400E+02    1.5677418E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.1500E+02    1.5783933E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.1600E+02    1.5890176E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.1700E+02    1.5996097E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.1800E+02    1.6101645E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.1900E+02    1.6206772E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.2000E+02    1.6311428E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.2100E+02    1.6415562E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.2200E+02    1.6519125E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.2300E+02    1.6622066E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.2400E+02    1.6724335E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.2500E+02    1.6825882E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.2600E+02    1.6926658E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.2700E+02    1.7026611E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.2800E+02    1.7125694E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.2900E+02    1.7223856E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.3000E+02    1.7321047E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.3100E+02    1.7417220E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.3200E+02    1.7512326E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.3300E+02    1.7606316E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.3400E+02    1.7699142E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.3500E+02    1.7790758E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.3600E+02    1.7881117E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.3700E+02    1.7970172E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.3800E+02    1.8057877E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.3900E+02    1.8144188E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.4000E+02    1.8229061E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.4100E+02    1.8312450E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.4200E+02    1.8394313E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.4300E+02    1.8474608E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.4400E+02    1.8553293E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.4500E+02    1.8630328E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.4600E+02    1.8705671E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.4700E+02    1.8779284E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.4800E+02    1.8851129E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.4900E+02    1.8921167E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.5000E+02    1.8989364E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.5100E+02    1.9055682E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.5200E+02    1.9120087E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.5300E+02    1.9182546E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.5400E+02    1.9243025E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.5500E+02    1.9301494E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.5600E+02    1.9357921E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.5700E+02    1.9412278E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.5800E+02    1.9464535E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.5900E+02    1.9514665E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.6000E+02    1.9562642E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.6100E+02    1.9608441E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.6200E+02    1.9652037E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.6300E+02    1.9693409E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.6400E+02    1.9732533E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.6500E+02    1.9769391E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.6600E+02    1.9803961E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.6700E+02    1.9836227E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.6800E+02    1.9866171E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.6900E+02    1.9893778E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.7000E+02    1.9919033E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.7100E+02    1.9941923E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.7200E+02    1.9962435E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.7300E+02    1.9980560E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.7400E+02    1.9996288E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.7500E+02    2.0009609E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.7600E+02    2.0020519E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.7700E+02    2.0029009E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.7800E+02    2.0035078E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.7900E+02    2.0038720E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
  1.8000E+02    2.0039934E+00    6.4587590+150              NaN    1.1081479+150    2.6487825E+00
